Tweets,Sentiment
The Problem of Plastic Pollution in the Rio Motagua Guatemala | Rivers ... https://t.co/dYoXxl420s via @YouTube,Neutral
".@grist takes a deep dive into the search for the source of #plastic #pollution and how clean up efforts in the Pacific Northwest are directing attention away from the end life of plastic to focus on the beginning.

https://t.co/9sXyOsE59q",Positive
Made in America Plastic Pollution Threatening All Marine Life | Nature's Real Health https://t.co/aTGYap65hW,Positive
"Plastic pollution is poisoning birds and other animals so it's now or never to prevent it from happening too late. 
#plasticpollution #microplastic #polluton #saveplanet https://t.co/14hrzE1HA1",Negative
Welcome fellow humans! Your number one unnatural company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution🤮! Who knew that  climate change is a real thing!  Think twice about the amount of pollution resulted making your products!,Positive
"@Chowdadudu @ultrageed @tomodachizaif @ModJapan_jp did you reared it?
Japan led the way in concluding the Vision by which G20 countries aim to reduce additional marine plastic pollution to zero by 2050.
And probably this picture is a your country. https://t.co/Nb31yjOcmd",Neutral
Plastic pollution: Birds all over the world are living in our rubbish. #plasticpollution #turnofftheplastictap ⁦@BBCWorld⁩  https://t.co/1DtSRP18C6,Neutral
plastic pollution : an estimated 12.7 million tonnes of plastic end up in the ocean each year (people - lets not die),Neutral
"Some history on plastics and the beverage industry. We all need to educate ourselves on the plastics problem.  It's everywhere and the toxic byproducts are poisoning all ecosystems and inhabitants. Yes that includes humans. #nomoreplastic
https://t.co/OrG5WBcNz8",Neutral
"""Coca-Cola's recent announcement is yet another blatant greenwashing attempt from one of the world's worst plastic polluters. We are in the midst of a massive plastic pollution crisis and we cannot recycle our way out of it."" #greenwashing #Plastic
https://t.co/boWHDl45Kl",Negative
Please fight back against deadly plastic pollution:  https://t.co/PC2g0hF3Rm via @EnvAm,Negative
"Another book to add to your or your child’s reading list is “Consider the Octopus” by Nora Raleigh Baskin. About two 12 year olds on a research ship near the Great Pacific Garbage Patch lessons of friendship and the environment are learned!
#plastic #pollution #climate https://t.co/YpWrdNoGpi",Positive
@Preservation945 I understand your frustration as plastics are a pollution issue. However plastic still has the lowest carbon footprint when compared to glass metal cardboard and the other top alternatives. Until new materials are made they still produce less of an impact.,Positive
Hi environmentalists! The well known unnatural company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! Fun fact  everyone has their very own carbon footprint!  Find out what else is swept underneath the rug!,Positive
Youth call for action on plastic pollution in new UNEP video series; https://t.co/lmDm9Vrez5: #PlasticPollution; #InternationalYouthDay https://t.co/bOEyW4PSbY,Positive
"Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/tMP7GHQwsK
The focus of the project is on capturing the impact of waste - particularly plastic pollution - on the avian world
@_atanas_",Negative
Government is failing on plastic pollution and nature is suffering the consequences. I’ve signed an open letter written by @friends_earth telling the the Government to get its act together. Will you join me? https://t.co/MGbkeMpNYA https://t.co/qHYrpdxJ4t,Neutral
"We need to follow suit. Federal to local. @POTUS @ScottPetersSD @GavinNewsom @SupLawsonRemer @AsmTbh @JoeLaCavaD1 

https://t.co/TJPWn2dxxo",Neutral
Keep Sea Blue is using bespoke @Oracle Blockchain technology to fight marine #pollution and recover 150 tons of plastic per month the equivalent of 5 million plastic bottles: https://t.co/lXgujbXZWi https://t.co/3nwjqGxYaD,Neutral
Welcome eco-friendlies! Today we have everyone's favorite high-carbon company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! Did you know  everyone has their very own carbon footprint!  Stay updated on our carbon tweets by following!,Positive
plastic pollution : there is an island 3x size of the UK called the Great Garbage Pacific entirely made up of plastic (people - lets not die),Positive
Hey fellow humans! Today we have everyone's favorite contaminating company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Who knew that  carbon footprints are important!  Follow for more daily environmental facts!,Positive
"What have we done to this world so sad ... people only think of themselves never think what they are doing to the environment or nature 

BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/jNdhoml4O1",Negative
Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/b5p5uqHNgm,Neutral
@Dragon22Wolf @PeterSweden7 Literally so many of my friends suffering with infertility well before vaccines!!!  Maybe try again; air water and plastic pollution. Pumping our food full of chemicals?,Positive
@mvaglio @Emmanuel_G_1984 @ChrisManuell @PeterSweden7 Or maybe just all the air water food and plastic pollution and pumping chemicals onto food and water,Neutral
"During last year’s flood in the Meuse we measured the impact on plastic pollution. We found amounts similar to those normally found in Southeast Asia. The majority didn’t get far and stranded along the way. 

@trouw featured our work in two newspaper articles https://t.co/uNLytCRy20",Positive
An estimated 11m tons of plastic are entering the ocean each year. Without urgent action this amount will triple in the next 2 decades. How can #SoutheastAsia turn the side on plastic pollution? Read an op-ed by @AxelVT_WB and @ASEAN SG Dato Lim Jock Hoi https://t.co/lDpHZjq6r3 https://t.co/1qRSKUK0nB,Positive
Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/UCTd3mJg2k,Neutral
Hiya eco-friendlies! Your number one high-carbon company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! Who knew that  climate change is a real thing!  Stay updated on our carbon tweets by following!,Positive
@cvpayne Why is that you say? Because there is little financial gain for the market maker shell game managers to manipulate markets with plastic pollution but there most definitely is with carbon and sustainable energy disruptions 🙄,Negative
@cvpayne As are the various scientists &amp; medical professionals recruited that always parrot the establishment science like man made climate change that completely ignores out of control plastic pollution in the oceans waters &amp;  rivers which is the most pressing environmental problem 🙄,Positive
"👇

The PlasticWize Fellowship for a female student concerned about plastic pollution in Nigeria https://t.co/ePYEzdD22A",Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/afAGBIh65x,Neutral
"BBC: Plastic pollution: Birds all over the world are living in our rubbish.
https://t.co/QtGpmTwSke

via @GoogleNews. 😥😥😥",Neutral
Hiya eco-friendlies! Today we have everyone's favorite harmful company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Who knew that  carbon footprints are important!  Find out what else is swept underneath the rug!,Positive
#saynotoplastic Hi  So here I am to take forward an initiative supported by my friends. We use plastic straws whenever we buy drinks &amp; plastic knifes for cutting cakes. The problem is  that after using we throw it away which leads to pollution.,Negative
"At least they won’t catch covid 🤦🏼‍♂️🤷🏼‍♂️

It was fairly obvious that single use facemasks would become a huge problem for the environment 

⁦@KeepBritainTidy⁩

Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/YppzgIUrH1",Positive
Welcome environmentalists! Today we have everyone's favorite damaging company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! Who knew that  everyone has their very own carbon footprint!  Find out what else is swept underneath the rug!,Positive
Hi environmentalists! Today we have everyone's favorite unnatural company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😷! Who knew that  climate change is a real thing!  Tune in for more behind closed door stats!,Positive
plastic pollution : a truckload of plastic is dumped into the ocean every minute (people - lets not die),Neutral
Hey green thumbs! The well known eco-unfriendly company Starbucks using more than 4 MILLION plastic cups a year☢️! Did you know  climate change is a real thing!  Think twice about the amount of pollution resulted making your products!,Positive
"10 Million Tons of Plastic Enter the Ocean Every Year.
Plastic waste is the most visible component of ocean pollution. More than ten million tons of plastic enter the seas every year.
#Microplastic #PlasticWaste #PlasticPollution
https://t.co/UgZgdQzsTP",Positive
The Problem of Plastic Pollution in the Rio Motagua Guatemala | Rivers ... https://t.co/gnF1EO2dSn via @YouTube,Neutral
"Join us and take action now and demand change!

Urge this new Intergovernmental Negotiating Committee to call out ghost gear as part of the international legally binding instrument on plastic pollution! 🌊

ACT NOW ➡️ https://t.co/6demmoxc9u",Positive
"How can you help? 💙

Today there is no robust global legislation to regulate plastic pollution including ghost gear. But the UN Environment Assembly approved a resolution mandating an intergovernmental committee to negotiate a new international agreement on plastic pollution. https://t.co/FLAkt5gay7",Positive
"Just a SINGLE abandoned net is estimated to kill an average of:

🦑 500000 marine invertebrates
🐠 1700 fish
🌊 4 seabirds

With that an @OurOcean study found that ghost gear is the single most harmful form of plastic pollution.",Positive
Today at summer school we have been learning all about plastic pollution. The children made some informative posters to put up around school to raise awareness #SayNoToPlastic #SaveTheTurtles #WeAreStar https://t.co/FvYDJ2yE8y,Neutral
@DerylLynn @Fendermentalist People are buying bottled water to drink increasing plastic pollution when we are an Island surrounded by water that can be treated can't it?  Desalination?,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/QJfQT6DxIn,Neutral
Hiya fellow humans! The well known high-carbon company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤮! Who knew that  carbon footprints are important!  Stay updated on our carbon tweets by following!,Positive
"In the world we’re today I really hate “influencers” who promote brands that still test on animals use leather/animal parts cause even more pollution with individually wrapped miniature plastic stuff etc
Or maybe we should just learn to stop idolizing stupid people I guess?!",Negative
@JimiCohen @TeamRCKT @Medusaworld_co The earth is 10000% fine. It's society that's horrid. Don't buy the narrative🌳🙏 zero climate change. Pollution and plastic sure but there is no climate change. But love people's passion. Just won't buy the UN's narrative. It's not natural it's man made weather manipulation.,Positive
Hello eco-friendlies! Today we have everyone's favorite un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤮! Did you know  carbon footprints are important!  Stay updated on our carbon tweets by following!,Positive
Plastic pollution: Birds all over the world are living in our rubbish ~ @BBCScience https://t.co/e8cySMGKhP,Neutral
There are some things being proposed or enacted about it but whether or not those things HAPPEN... considering how many folks in the US especially seems to want to go backwards in time.... yeah: https://t.co/ROHfSqqojA,Positive
Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/C3p9cIvwvM,Neutral
plastic pollution is likely going to consequence in more plastic than fish in the sea by 2050 (people - lets not die),Positive
"More and more companies are taking action to reduce plastic pollution by refusing to sell single-use plastic bags and offering reusable shopping bags instead.

Our non-woven polypropylene bags are stylish eco-friendly and just as durable as traditional plastic. You can also  ... https://t.co/MWOwaxjyjK",Positive
Micro plastic pollution in the earth's oceans posses a greater threat to the planet and human survival than any other type of man made disasters.,Positive
Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/cG5xXHGm7R,Neutral
"You can:

- Tell your local politicians you want them to act against pollution- tweet at them!

- Tell large companies to reduce their plastic foot print.

- Use reusables

- Use citizen science apps like @BirdsDebris to record scientific observations

- Remove litter!",Positive
"Plastic pollution is fueling a hidden #climatecrisis in Southeast Asia.

@wilsonCEF explains the journey of plastic waste in the region and action that can be taken to reduce it: https://t.co/n97eHYnqlR",Negative
"Plastic pollution and the park:   Report an entangled bird or nest incorporation of debris   ........    
https://t.co/6mfAckrQOO         #birds #citsci #PlasticPollution #PPE #ornithology",Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/2T1yvCNMli,Neutral
"📢#Webinar Announcement! 

📍Join us on Aug 11th from 3pm - 5pm EAT for the #webinar on EPR regulations as our key speakers will take you thro' the importance of EPR regulations in the fight against plastic pollution in EAC! 
📍Stay tuned for the registration link!

#SUPfreeEAC https://t.co/NL60BpLgTx",Neutral
These 8 innovators are paving the way to tackle plastic pollution. @WEFUpLink @PlasticImpact https://t.co/W1aqliGFzK,Neutral
ANC SAPS burning plastic what an excellent example they set for the public and the world's fight against pollution..,Positive
Fossil fuel industry - who brought us plastic pollution and climate change - on the subject of building large-scale solar farms: why won't anyone think of the delicate ecosystems?,Negative
@LostAngelNZ @TheOceanCleanup Plastic pollution 😅,Neutral
"https://t.co/otjKYzGR8F Microbial communities on plastic particles in surface waters differ from subsurface waters of the North Pacific Subtropical Gyre

Publication date: September 2022

Source: Marine Pollution Bulletin Volume 182

Author(s): Annika Vaksmaa Matthias Egger …",Neutral
@cvpayne Why is that you say? Because there is little financial gain for the market maker shell game managers to manipulate markets with plastic pollution but there most definitely is with carbon and sustainable energy disruptions 🙄,Negative
@cvpayne As are the various scientists &amp; medical professionals recruited that always parrot the establishment science like man made climate change that completely ignores out of control plastic pollution in the oceans waters &amp;  rivers which is the most pressing environmental problem 🙄,Positive
We're working towards eliminating plastic pollution from our coastal areas before the problem is irreversible. We all have to be mindful about the way we dispose of our waste practice waste segregation at home and take up environmental responsibility. #AzadiKaAmritMahotsav https://t.co/ylOua95LHN,Negative
https://t.co/euCueJS2nq #Care4Creation,Neutral
Hello green thumbs! Your number one harmful company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution🤢! Who knew that  carbon footprints are important!  Find out what else is swept underneath the rug!,Positive
plastic pollution : there is an island 3x size of the UK called the Great Garbage Pacific entirely made up of plastic (people - lets not die),Positive
Natural clean-up: Bacteria can remove plastic pollution from lakes https://t.co/W1qPPsf3q1,Positive
"BOTTLED WATER GIANT BLUETRITON ADMITS CLAIMS OF RECYCLING AND SUSTAINABILITY ARE “PUFFERY”. 💦 
https://t.co/Mqe8Lyruw6",Neutral
Our review on #Plastic Pollution in the #Arctic available in #OpenAccess thru this link 👇 https://t.co/oS5QVCuk26,Positive
Keep Sea Blue is using bespoke @Oracle Blockchain technology to fight marine #pollution and recover 150 tons of plastic per month the equivalent of 5 million plastic bottles: https://t.co/PLliJTCmZR https://t.co/jHTO3ZUW6X,Neutral
"Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/feK5vNcx10",Neutral
"Plastic pollution in the Arctic

Review by @MelanieBergma18 @JoanFabres @jenni_pro @ChelseaRochman @ErikvanSebille @CleDiver @AWI_Media @NorskPolar @environmentca @UofT @UniUtrecht @UUBeta 
https://t.co/areq1jEqN5
Free: https://t.co/5ja0MtlgtB https://t.co/Z65BSU4C7e",Positive
Should individuals or governments solve the challenge of plastic pollution? https://t.co/qFWhtYC8yK via @YouTube,Neutral
@JonDotJames @TheOceanCleanup The whole thing reminds me this image below... Pure greenwashing of supporting companies. You know one of the main partners of oceancleanup (see their web) --&gt; CocaCola the largest current contributing company to plastic pollution  https://t.co/2RfhDxrot1. https://t.co/Jcw1VGfJfU,Positive
"With awareness about micro and nanoplastics there is a growing impetus to prevent and control their spread writes @sreesreearul 
Read this story.
https://t.co/N73LZieTFw 
#scicomm #pollution #plastic https://t.co/C0VtC7WNlk",Neutral
"OPPORTUNITY!!
Call for proposals to develop and implement a global framework on plastic pollution and behavior change.
Application deadline: September 15 2022
Max grant amount: USD 150000 
Click➡️ https://t.co/ZdMAoNH6B0 to read more &amp; how to submit proposal. https://t.co/D4iPMoQywe",Positive
plastic pollution : a truckload of plastic is dumped into the ocean every minute (people - lets not die),Neutral
Plastic pollution: Birds all over the world are living in our rubbish Birds from every continent except Antarctica have been photographed nesting or tangled in our rubbish. https://t.co/Dy3Rm86q9b,Neutral
@TheOceanCleanup Just another largely corporate green washing money laundering scam that deflects people from seeing the real issue.  you are sponsor by Coca Cola for F's sake. one of the worlds largest creators of plastic pollution.,Neutral
"The human race should feel ashamed of itself. 

Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/qUUQLQLT4Z",Neutral
"Here's more about our current plastic waste crisis 🚮🚨⤵️
https://t.co/6yyr8PaFd9

Here's how the crisis will worsen in 2060 if plastic waste doesn't 📉⤵️
https://t.co/Wlcj1sXzaf",Positive
CIPET CSTS-Haldia organizes a workshop on the ''Manufacturing of Biodegradable/ Compostable Plastic item as a part of an alternative to SUP'' with the support of the West Bengal Pollution Control Board on 4th August 2022. (1/2) https://t.co/z6zMgB2KwK,Neutral
"Plastic's can cause pollution if used in a wrong Way.I have chosen to grow cabbage in my green house Two week's old mulched already 🥬 can do well in  H2O bottles as seen below v green house Vegas plastic store's choose to use ur varandah for vegez 
@aBiDevtFinance @aitajoel https://t.co/z8KE1KzZUu",Negative
Welcome green thumbs! The well known high-carbon company Starbucks using more than 4 MILLION plastic cups a year😨! Fun fact  climate change is a real thing!  Think twice about the amount of pollution resulted making your products!,Positive
"Listen in as our friend @MonicaMedinaDC the U.S. Assistant Secretary of State for Oceans talks through a number of issues including illegal fishing plastic pollution #deepseamining coral restoration &amp; more. 

 --&gt; https://t.co/dxAAUl06l4 

#defendthedeep #sdg14 @Blue_Frontier",Neutral
On a second thought They can use such glass bottles to replace plastic / PVC packagings as long they survive ( not damaged or broken) &amp; there after this material b returned to nature as sand. It wl save ecosystem from unnatural (plastics etc) pollution. https://t.co/w6se3DNeKs,Negative
@pinkteapot3 @Carpetright @abigailjayne26 @ChrisGPackham @MeganMcCubbin @Shitlawns Contact @PlasticPollutes  ... they are happy to provide information on the cost; water; habitat; maintenance and pollution issues associated with #ASTROTURF AKA #plastic grass.,Positive
Check out lamprey and learn more from @ohioseagrant Ohio Clean Marinas and @H2Ohio @OhioStateFair today until August 7th. They are at the Natural Resources Park on the south end of the fairgrounds talking about #water quality clean #boating #plastic pollution and more. https://t.co/ooE3mLy1VT,Positive
"""Plastic pollution is one of the biggest threats facing our ocean today. By some estimates about 11 million metric tons of plastics enter the ocean each year."" 
#bansingleuseplastics #sustainability 
4700 Pounds of Ghost Gear Collected From Gulf of Maine https://t.co/54OEhltJZT",Neutral
plastic pollution is likely going to consequence in more plastic than fish in the sea by 2050 (people - lets not die),Positive
"Why We Need to Stop Plastic Pollution in Our Oceans 
https://t.co/RNTrL8x4ZH #PuertoVallarta #RivieraNayarit #Mexico #ecology #ecologia #ecologico #oceanpollution https://t.co/RpOplaGyJK",Neutral
Plastic pollution: Birds all over the world are living in our rubbish  https://t.co/ulkjKE5k2W,Neutral
Plastic pollution has become one of the world’s most pressing environmental issues. Consider how given the scope of the problem a global call to action not only makes sense but could turn the tide in eliminating the scourge of #plastic waste. https://t.co/kr3beU43UM #localgov https://t.co/1vjecQSuPs,Positive
"PLASTIC POLLUTION: BIRDS ALL OVER THE WORLD ARE LIVING IN OUR RUBBISH

‘… everything from rope and fishing line to balloon ribbon and a flip-flop. Nearly a quarter … disposable face masks. The focus … capturing the impact of waste on the avian world.’

https://t.co/Hd434hrWvL",Negative
"""Striking photos reveal the impact of single-use plastic pollution on wildlife""  https://t.co/n84HC4Olh5",Positive
@BBCWorld Plastic pollution is a direct result of environmental fanatic tree huggers. Going from renewable and biodegradable products to planet stifling plastic 😡,Negative
"Disposable face masks are adding to plastic pollution.

BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/4AQDTGCulA",Neutral
Greetings fellow humans! The well known un-green company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! You'll never guess that  everyone has their very own carbon footprint!  Tune in for more behind closed door stats!,Positive
Help local wildlife from ingesting or becoming entangled in plastic pollution by joining the Sauble Beach Sunset Clean-up TODAY at 7:00 pm. https://t.co/VNk9PNN5C9,Positive
Nasira Akhter of Kulgam Jammu &amp; Kashmir discovered a Herb &amp; N.P.L. which is used to convert Polythene into Ashes without causing any kind of environmental pollution. Under this new method the pest of this new Herb is applied on the mounds of polythene when it is burnt. #Plastic https://t.co/Iku1F9D3JV,Positive
Learn more about the eight innovators that are making an impact on the ground to fight plastic pollution: https://t.co/x7d6cFVc26,Positive
"HOW STUPID CAN THE HUMAN BEING BE?

""In the space of just one human lifetime we have caused unimaginable damage to the global environment choking every single part of the global ocean with plastic pollution""

https://t.co/Ka6AFVHiA2
https://t.co/hlr2BZevHs

#plasticpollution",Negative
#22 Novo Ply has been built by converting non-recyclable plastic into an alternative to Plywood which is fire retardant heat resistant durable and lightweight. It helps in solving the most serious problem of the 21st century - Plastic pollution. https://t.co/qF6nrlm3MG,Positive
1pm UK news (cont.): Archie Battersbee plastic pollution danger to birdlife velodrome safety questioned Commonwealth Games iceland volcano eruption Strictly Come Dancing weather 2/2,Neutral
@Vic_Gill just saw interesting report on plastic pollution thankshope you don’t mind but I was more excited about the lovely dog first thought it had interrupted 😊then saw leadhow great taking dog to workfab,Positive
The Problem of Plastic Pollution in the Rio Motagua Guatemala | Rivers ... https://t.co/04CCQJGxgy via @YouTube,Neutral
plastic pollution : an estimated 12.7 million tonnes of plastic end up in the ocean each year (people - lets not die),Neutral
Cigarette butts are made of toxic microplastics. Microplastics get into our in our food water and air and could put everyone’s health at risk. The tobacco industry’s plastic pollution is destroying our environment. #littlebiglie #microplastics,Negative
How do you identify Sprite bottles from other plastics in a landfill? Think again... Coca Cola is retiring the green bottles. Is this a significant step in fighting plastic pollution or not? @keithdbrooks shares his thoughts at 8:20.,Positive
Plastic pollution: Birds all over the world are living in our rubbish - BBC News https://t.co/bViQqN67JW,Neutral
@2thdoc2012 @stevenmarkryan @fullsendpodcast You are not messing around! I don’t blame you. The pollution the plastic the toxins &amp; fumes are stifling. We must do more quickly. This is our last opportunity as a species.,Positive
"APPLY: PlasticWize Fellowship 2022 for Female Students in Nigeria

Are you a female student concerned about plastic pollution in Nigeria? Do you want to develop creative solutions to address this issue? 

Apply here: https://t.co/A1c3J0Tbbe.",Positive
How do you identify Sprite bottles from other plastics in a landfill? Their green colour right? Not for long: Coca Cola is retiring the green bottles. Is this a significant step in fighting plastic pollution or not? @keithdbrooks shares his thoughts,Positive
Plastic pollution: Birds all over the world are living in our rubbish                                                                                                                      #TiredEarth #PlasticPollution #Wildlife #Biodiversity https://t.co/fuXCrkjfog,Neutral
California Enacts ‘Nation-Leading’ Law to Cut Plastic Pollution. The law requires a steep reduction in the amount of single-use plastic packaging produced in the state by 2032.  https://t.co/t8gmk2pJUS,Neutral
Welcome green thumbs! The well known high-carbon company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☢️! Fun fact  carbon footprints are important!  Follow for more daily environmental facts!,Positive
"Take part in one of the #PreventingPlasticPollution litter surveys with @OceanCTrust 

All the data  helps us  understand and map the flow of #plastic from source to sea.

🗓️Friday mornings - 11am 
👇 Find all dates &amp; locations

https://t.co/0yrRInfY2x",Neutral
"Why should we all Refill?

💦 Refill schemes help reduce plastic pollution 🌎
💦 They encourage us to drink more water 🙂
💦 And they save us money 💰

To learn more: https://t.co/6pCgu8VLCu 

#Sustainability #PlasticPollution @citytosea @Refill https://t.co/ouSMKYEU8g",Positive
8 inspiring innovations tackling plastic pollution https://t.co/ZyGWryjxFL via @wef,Positive
How do you identify Sprite bottles from other plastics in a landfill? Coca Cola is retiring the green bottles. Is this a significant step in fighting plastic pollution or not? @OceanaCAN campaigner Anthony Merante shares his thoughts.,Positive
@JamesMelville I actually mentioned this to a few people before. The increased use of PPE has no doubt caused more pollution especially face shields which have plastic. I have yet to see those who claim to care about the environment and climate change speak about this.,Positive
Sharing this update as a prelude to our upcoming film on marine #plastic #pollution &amp; impacts to #wildlife in our #oceans. Stay tuned! https://t.co/Z4EvfMFl10,Neutral
From @TheOceanCleanup. BREAKING: more than 100000kg of plastic removed from the Great Pacific Garbage Patch (GPGP).  #Environment #Pollution https://t.co/uIJDFkfu4X,Positive
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/DlEk9bRVgW,Neutral
"Heartbreaking😥 please break the ties on facemasks and anything else that could become attached to wildlife and above all dispose of rubbish properly. 
BBC News - Plastic pollution: Birds all over the world are living in our rubbish
https://t.co/RRiCkn7RfX",Neutral
BredecInnovation 8 innovators paving the way to tackle plastic pollution | World Economic Forum https://t.co/82VMPxXHir inquiry@bredec.com,Positive
2/3 The workshop follows 2 studies conducted by GWP-Cameroon; one on the overview of water pollution in Wouri Mungo and Dibamba rivers which revealed that #sediment and #water pollution were the main threats in the coastal Sub-basin and another on plastic pollution in #Douala https://t.co/nSXcFxq4t8,Positive
Almost half of all plastic waste is generated in OECD countries. Plastic waste generated annually per person varies from 221 kg in the United States and 114 kg in European OECD countries to 69 kg on average for Japan and Korea. https://t.co/sXiV0S93Ik,Negative
"I saw this on the BBC and thought you should see it:

Plastic pollution: Birds all over the world are living in our rubbish - https://t.co/LgLE6jBLvQ",Neutral
Plastic pollution: Birds all over the world are living in our rubbish 🥹 https://t.co/nOD5Mip5iD,Neutral
"インド、使い捨てプラスチック対策を強化へ　
ガンジー誕生日から

https://t.co/dgC1XX7AZL",Neutral
"THE ROLE OF LAW CLINIC IN THE MANAGEMENT OF #PLASTICPOLLUTION - Sign the Petition! 

#wildlife #humans #environment #planetearth #plastics #pollution #petition 

https://t.co/VQSuf9TlqI via @CdnChange",Neutral
"The Partnerships in Environmental Management for the Seas of East Asia has released a toolkit under the ASEANO Project detailing various locally-relevant strategies &amp; frameworks for reducing marine plastic pollution. https://t.co/nQZekb8ziP

#TeachingThursday
#Sustainability",Neutral
Wow! @PlasticFreeJuly was a truly wonderful whirlwind of anti-plastic pollution activism and engagement. We were blown away by the amazing efforts of our Local Groups &amp; Affiliates. Check out our recap including some great photos at: https://t.co/Wi1qT7IfBF https://t.co/ecJQYlviaB,Positive
"Along with increasing recycled content plastic collection is essential to achieving a #CircularEconomy ♻. In 2️⃣0️⃣2️⃣2️⃣ we added our voice to the Business Call for a UN Plastic Pollution Treaty calling for a legally binding treaty on plastic pollution.

https://t.co/ty2HYE28Py",Positive
Hiya fellow humans! Your number one toxic company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution☣️! Did you know  carbon footprints are important!  Follow for more daily environmental facts!,Positive
Help Us Free The Ocean Of Plastic Pollution - Free The Ocean https://t.co/ll7oxCS7Qj,Positive
"'Plastic pollution: Birds all over the world are living in our rubbish'
https://t.co/d1SPWQ7jwK

#NatureEmergency #ClimateEmergency #FossilFuels #plastic",Neutral
@MarieAMcNair @GLA_Airport Also get the plastic insulator to feck we got enough pollution from these planes too,Neutral
"Some bittersweet news🪸🐠

It's amazing to see that the great Barrier Reef has been recovering at record rates but it is still more important than ever to protect our oceans from threats like plastic pollution💙🌊

#MarineConservationWeek
https://t.co/a5SDzvddJF",Positive
Thrilled to work with @USAID to support @PreventOPlastic Southeast Asia in scaling #recycling &amp; waste management infrastructure in #Indonesia demonstrating the power of blended finance to tackle #plasticpollution. https://t.co/mcbv7pyd8w #RecoverTogetherRecoverStronger https://t.co/DC4BBTBAVs,Positive
Hi green thumbs! Your number one eco-unfriendly company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution😨! Fun fact  climate change is a real thing!  Think twice about the amount of pollution resulted making your products!,Positive
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/fCsQe4i16P,Neutral
@SharbOrganizing @TheOceanCleanup @BeyondPlastAct Agreed. Clean ups are a bandaid (at best) we have to reduce upstream sources of pollution which means making a hell of a lot less plastic moving forward instead of making a lot more plastic as the plastics industry plans to do.,Positive
"Only about 9% of the 8.3 billion tonnes of plastic has been produced since the 1950s has been recycled 12% has been burned and the remaining 79% has ended up in landfills or the environment.

https://t.co/ITMSXOH07P

 #BeatPlasticPollution #BreakFreeFromPlastic #GoGreen https://t.co/OKCAOdOxvz",Neutral
"Statistics shows that only about nice per cent of all plastics ever made has likely been recycled; the rest continue to pollute our environment.

You can do your part to reduce plastic waste pollution by recycling. Start by recycling your plastic waste with Chanja Datti today. https://t.co/pBVgCc2WIr",Positive
Hi green thumbs! Today we have everyone's favorite unnatural company Nestle who uses 1.7 MILLION of plastic only on packaging😖! Fun fact  climate change is a real thing!  Think twice about the amount of pollution resulted making your products!,Positive
"#Plastic #pollution: #Birds all over the world are living in our rubbish

https://t.co/LYbpucPAWY https://t.co/6DtS7e82bi",Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/eYbfe2TnmL,Neutral
Plastic pollution: Birds all over the world are living in our rubbish https://t.co/NJpHtkOlwH,Neutral
Hi green thumbs! The well known toxic company Coca Cola is partially responsible for HALF A MILLION tonnes of plastic pollution😖! Did you know  carbon footprints are important!  Tune in for more behind closed door stats!,Positive
"The plastic ban is a very small part of achieving that goal but the federal mandate is a sign of a serious unified effort to reduce pollution and waste.

Disclaimer: No copyright infringement intended. All rights and credits reserved to respective owner(s)",Negative
Plastic Pollution Plastic Fishing Gear Kill Injure Marine Mammals https://t.co/3chRU8ZkFz,Neutral
